"APID","Order","Mnemonic","Long Name","Units","Start Byte","Length Bytes","Type","Item Description","Format"
400,8,"APR0_SPEEDCONTROLSTATE","Reaction Wheels Set SpeedControlState","none","60","4","ENUM","Commanded speed control state","%s"
401,0,"APR0_NULLMOMERRRW_Px","Null Space Control NullMomErrRW_Px","N*m*s","0","8","DFP","Null space controller wheel momentum errorRW_Px","%1.17g"
401,1,"APR0_NULLTRQRW_Px","Null Space Control NullTrqRW_Px","N*m","8","8","DFP","Null space controller wheel torque commandRW_Px","%1.17g"
401,2,"APR0_NULLMOMERRRW_Py","Null Space Control NullMomErrRW_Py","N*m*s","16","8","DFP","Null space controller wheel momentum errorRW_Py","%1.17g"
401,3,"APR0_NULLTRQRW_Py","Null Space Control NullTrqRW_Py","N*m","24","8","DFP","Null space controller wheel torque commandRW_Py","%1.17g"
401,4,"APR0_NULLMOMERRRW_Mz","Null Space Control NullMomErrRW_Mz","N*m*s","32","8","DFP","Null space controller wheel momentum errorRW_Mz","%1.17g"
401,5,"APR0_NULLTRQRW_Mz","Null Space Control NullTrqRW_Mz","N*m","40","8","DFP","Null space controller wheel torque commandRW_Mz","%1.17g"
600,0,"ATD_ADSTATE","AD_Summary ADState","none","0","4","ENUM","Is that attitude determined?","%s"
600,1,"ATD_QEST_CBI2BDY0","AD_Summary QEst_CBI2BDY0","none","8","8","DFP","Estimated attitude quaternion","%1.17g"
600,2,"ATD_QEST_CBI2BDY1","AD_Summary QEst_CBI2BDY1","none","16","8","DFP","Estimated attitude quaternion","%1.17g"
600,3,"ATD_QEST_CBI2BDY2","AD_Summary QEst_CBI2BDY2","none","24","8","DFP","Estimated attitude quaternion","%1.17g"
600,4,"ATD_QEST_CBI2BDY3","AD_Summary QEst_CBI2BDY3","none","32","8","DFP","Estimated attitude quaternion","%1.17g"
600,5,"ATD_WEST_BDYX","AD_Summary WEst_BDYX","rad/s","40","8","DFP","Estimated body rate","%1.17g"
600,6,"ATD_WEST_BDYY","AD_Summary WEst_BDYY","rad/s","48","8","DFP","Estimated body rate","%1.17g"
600,7,"ATD_WEST_BDYZ","AD_Summary WEst_BDYZ","rad/s","56","8","DFP","Estimated body rate","%1.17g"
600,8,"ATD_RATEBIAS_BDYX","AD_Summary RateBias_BDYX","rad/s","64","8","DFP","Estimated rate bias","%1.17g"
600,9,"ATD_RATEBIAS_BDYY","AD_Summary RateBias_BDYY","rad/s","72","8","DFP","Estimated rate bias","%1.17g"
600,10,"ATD_RATEBIAS_BDYZ","AD_Summary RateBias_BDYZ","rad/s","80","8","DFP","Estimated rate bias","%1.17g"
600,11,"ATD_TIMESINCEACCEPTED","AD_Summary TimeSinceAccepted","s","88","8","DFP","Time since the last measurement was accepted into the filter","%1.17g"
600,12,"ATD_TOTALREJECTCOUNT","AD_Summary TotalRejectCount","none","96","4","ULI","Total number of rejected measurements due to residual error","%d"
601,0,"ATD_TIMESINCEACCEPTEDSunSens_Mx","AD_Meas TimeSinceAcceptedSunSens_Mx","s","0","8","DFP","Time since a measurement from this sensor was accepted into the filterSunSens_Mx","%1.17g"
601,1,"ATD_RESIDMAGSunSens_Mx","AD_Meas ResidMagSunSens_Mx","rad","8","8","DFP","Magnitude of the residual from the last measurementSunSens_Mx","%1.17g"
601,2,"ATD_REJECTCOUNTSunSens_Mx","AD_Meas RejectCountSunSens_Mx","none","16","4","ULI","Number of measurements from this sensor rejected due to residual errorSunSens_Mx","%d"
601,3,"ATD_TIMESINCEACCEPTEDSunSens_Px","AD_Meas TimeSinceAcceptedSunSens_Px","s","24","8","DFP","Time since a measurement from this sensor was accepted into the filterSunSens_Px","%1.17g"
601,4,"ATD_RESIDMAGSunSens_Px","AD_Meas ResidMagSunSens_Px","rad","32","8","DFP","Magnitude of the residual from the last measurementSunSens_Px","%1.17g"
601,5,"ATD_REJECTCOUNTSunSens_Px","AD_Meas RejectCountSunSens_Px","none","40","4","ULI","Number of measurements from this sensor rejected due to residual errorSunSens_Px","%d"
601,6,"ATD_TIMESINCEACCEPTEDSunSens_My","AD_Meas TimeSinceAcceptedSunSens_My","s","48","8","DFP","Time since a measurement from this sensor was accepted into the filterSunSens_My","%1.17g"
601,7,"ATD_RESIDMAGSunSens_My","AD_Meas ResidMagSunSens_My","rad","56","8","DFP","Magnitude of the residual from the last measurementSunSens_My","%1.17g"
601,8,"ATD_REJECTCOUNTSunSens_My","AD_Meas RejectCountSunSens_My","none","64","4","ULI","Number of measurements from this sensor rejected due to residual errorSunSens_My","%d"
601,9,"ATD_TIMESINCEACCEPTEDSunSens_Py","AD_Meas TimeSinceAcceptedSunSens_Py","s","72","8","DFP","Time since a measurement from this sensor was accepted into the filterSunSens_Py","%1.17g"
601,10,"ATD_RESIDMAGSunSens_Py","AD_Meas ResidMagSunSens_Py","rad","80","8","DFP","Magnitude of the residual from the last measurementSunSens_Py","%1.17g"
601,11,"ATD_REJECTCOUNTSunSens_Py","AD_Meas RejectCountSunSens_Py","none","88","4","ULI","Number of measurements from this sensor rejected due to residual errorSunSens_Py","%d"
601,12,"ATD_TIMESINCEACCEPTEDSunSens_Mz","AD_Meas TimeSinceAcceptedSunSens_Mz","s","96","8","DFP","Time since a measurement from this sensor was accepted into the filterSunSens_Mz","%1.17g"
601,13,"ATD_RESIDMAGSunSens_Mz","AD_Meas ResidMagSunSens_Mz","rad","104","8","DFP","Magnitude of the residual from the last measurementSunSens_Mz","%1.17g"
601,14,"ATD_REJECTCOUNTSunSens_Mz","AD_Meas RejectCountSunSens_Mz","none","112","4","ULI","Number of measurements from this sensor rejected due to residual errorSunSens_Mz","%d"
601,15,"ATD_TIMESINCEACCEPTEDMag_FCHMC","AD_Meas TimeSinceAcceptedMag_FCHMC","s","120","8","DFP","Time since a measurement from this sensor was accepted into the filterMag_FCHMC","%1.17g"
601,16,"ATD_RESIDMAGMag_FCHMC","AD_Meas ResidMagMag_FCHMC","rad","128","8","DFP","Magnitude of the residual from the last measurementMag_FCHMC","%1.17g"
601,17,"ATD_REJECTCOUNTMag_FCHMC","AD_Meas RejectCountMag_FCHMC","none","136","4","ULI","Number of measurements from this sensor rejected due to residual errorMag_FCHMC","%d"
601,18,"ATD_TIMESINCEACCEPTEDSinclair_STR","AD_Meas TimeSinceAcceptedSinclair_STR","s","144","8","DFP","Time since a measurement from this sensor was accepted into the filterSinclair_STR","%1.17g"
601,19,"ATD_RESIDMAGSinclair_STR","AD_Meas ResidMagSinclair_STR","rad","152","8","DFP","Magnitude of the residual from the last measurementSinclair_STR","%1.17g"
601,20,"ATD_REJECTCOUNTSinclair_STR","AD_Meas RejectCountSinclair_STR","none","160","4","ULI","Number of measurements from this sensor rejected due to residual errorSinclair_STR","%d"
602,0,"ATD_ALLOWAD","AD_Init AllowAD","bool","0","4","ENUM","Allow attitude to be determined?","%s"
602,1,"ATD_QFORMED","AD_Init QFormed","none","4","4","ENUM","Was a quaternion formed?","%s"
602,2,"ATD_CHKATTCONSIST","AD_Init ChkAttConsist","none","8","4","ENUM","Is the attitude consistent","%s"
602,3,"ATD_CHKTIMEWINDOW","AD_Init ChkTimeWindow","none","12","4","ENUM","Is the time window valid","%s"
602,4,"ATD_CHKSUNSENS","AD_Init ChkSunSens","none","16","4","ENUM","Are the sun sensors valid","%s"
602,5,"ATD_CHKMAGSENS","AD_Init ChkMagSens","none","20","4","ENUM","Are the magnetometers valid","%s"
602,6,"ATD_CHKHRZSENS","AD_Init ChkHrzSens","none","24","4","ENUM","Are the horizon sensors valid","%s"
602,7,"ATD_NUMVALFRAMES","AD_Init NumValFrames","none","28","4","ULI","Number of frames the attitude initialization solution has been valid","%d"
602,8,"ATD_NUMSTRTRKAVL","AD_Init NumStrTrkAvl","none","32","1","UB","Number of star trackers for init","%d"
602,9,"ATD_NUMSUNSENSAVL","AD_Init NumSunSensAvl","none","33","1","UB","Number of sun sensors for init","%d"
602,10,"ATD_NUMMAGSENSAVL","AD_Init NumMagSensAvl","none","34","1","UB","Number of magnetometers for init","%d"
602,11,"ATD_NUMHRZSENSAVL","AD_Init NumHrzSensAvl","none","35","1","UB","Number of horizon sensors for init","%d"
602,12,"ATD_SEPANGLE","AD_Init SepAngle","rad","40","8","DFP","Separation angle between vector sensors","%1.17g"
602,13,"ATD_QDELTA_OLD2NEW0","AD_Init Qdelta_OLD2NEW0","none","48","8","DFP","Q0 delta from the attitude update.  Can be used to reconstruct attitude estimate prior to acquisition","%1.17g"
602,14,"ATD_QDELTA_OLD2NEW1","AD_Init Qdelta_OLD2NEW1","none","56","8","DFP","Q1 delta from the attitude update.  Can be used to reconstruct attitude estimate prior to acquisition","%1.17g"
602,15,"ATD_QDELTA_OLD2NEW2","AD_Init Qdelta_OLD2NEW2","none","64","8","DFP","Q2 delta from the attitude update.  Can be used to reconstruct attitude estimate prior to acquisition","%1.17g"
602,16,"ATD_QDELTA_OLD2NEW3","AD_Init Qdelta_OLD2NEW3","none","72","8","DFP","Q3 delta from the attitude update.  Can be used to reconstruct attitude estimate prior to acquisition","%1.17g"
603,0,"ATD_COVAR00","AD_Details Covar00","rad^2","0","8","DFP","Element [0][0] of covariance matrix","%1.17g"
603,1,"ATD_COVAR01","AD_Details Covar01","rad^2/s","8","8","DFP","Element [0][1] of covariance matrix","%1.17g"
603,2,"ATD_COVAR02","AD_Details Covar02","rad^2/s","16","8","DFP","Element [0][2] of covariance matrix","%1.17g"
603,3,"ATD_COVAR03","AD_Details Covar03","rad^2/s","24","8","DFP","Element [0][3] of covariance matrix","%1.17g"
603,4,"ATD_COVAR04","AD_Details Covar04","rad^2/s","32","8","DFP","Element [0][4] of covariance matrix","%1.17g"
603,5,"ATD_COVAR05","AD_Details Covar05","rad^2/s","40","8","DFP","Element [0][5] of covariance matrix","%1.17g"
603,6,"ATD_COVAR11","AD_Details Covar11","rad^2","48","8","DFP","Element [1][1] of covariance matrix","%1.17g"
603,7,"ATD_COVAR12","AD_Details Covar12","rad^2/s","56","8","DFP","Element [1][2] of covariance matrix","%1.17g"
603,8,"ATD_COVAR13","AD_Details Covar13","rad^2/s","64","8","DFP","Element [1][3] of covariance matrix","%1.17g"
603,9,"ATD_COVAR14","AD_Details Covar14","rad^2/s","72","8","DFP","Element [1][4] of covariance matrix","%1.17g"
603,10,"ATD_COVAR15","AD_Details Covar15","rad^2/s","80","8","DFP","Element [1][5] of covariance matrix","%1.17g"
603,11,"ATD_COVAR22","AD_Details Covar22","rad^2","88","8","DFP","Element [2][2] of covariance matrix","%1.17g"
603,12,"ATD_COVAR23","AD_Details Covar23","rad^2/s","96","8","DFP","Element [2][3] of covariance matrix","%1.17g"
603,13,"ATD_COVAR24","AD_Details Covar24","rad^2/s","104","8","DFP","Element [2][4] of covariance matrix","%1.17g"
603,14,"ATD_COVAR25","AD_Details Covar25","rad^2/s","112","8","DFP","Element [2][5] of covariance matrix","%1.17g"
603,15,"ATD_COVAR33","AD_Details Covar33","rad^2/s^2","120","8","DFP","Element [3][3] of covariance matrix","%1.17g"
603,16,"ATD_COVAR34","AD_Details Covar34","rad^2/s","128","8","DFP","Element [3][4] of covariance matrix","%1.17g"
603,17,"ATD_COVAR35","AD_Details Covar35","rad^2/s","136","8","DFP","Element [3][5] of covariance matrix","%1.17g"
603,18,"ATD_COVAR44","AD_Details Covar44","rad^2/s^2","144","8","DFP","Element [4][4] of covariance matrix","%1.17g"
603,19,"ATD_COVAR45","AD_Details Covar45","rad^2/s","152","8","DFP","Element [4][5] of covariance matrix","%1.17g"
603,20,"ATD_COVAR55","AD_Details Covar55","rad^2/s^2","160","8","DFP","Element [5][5] of covariance matrix","%1.17g"
604,0,"ATD_MEASTIMESunSens_Mx","AD_Resid MeasTimeSunSens_Mx","s","0","8","DFP","Measurement time of sensor updateSunSens_Mx","%1.17g"
604,1,"ATD_RESIDBDYXSunSens_Mx","AD_Resid ResidBDYXSunSens_Mx","rad","8","8","DFP","Sensor residuals in the body frameSunSens_Mx","%1.17g"
604,2,"ATD_RESIDBDYYSunSens_Mx","AD_Resid ResidBDYYSunSens_Mx","rad","16","8","DFP","Sensor residuals in the body frameSunSens_Mx","%1.17g"
604,3,"ATD_RESIDBDYZSunSens_Mx","AD_Resid ResidBDYZSunSens_Mx","rad","24","8","DFP","Sensor residuals in the body frameSunSens_Mx","%1.17g"
604,4,"ATD_MEASTIMESunSens_Px","AD_Resid MeasTimeSunSens_Px","s","32","8","DFP","Measurement time of sensor updateSunSens_Px","%1.17g"
604,5,"ATD_RESIDBDYXSunSens_Px","AD_Resid ResidBDYXSunSens_Px","rad","40","8","DFP","Sensor residuals in the body frameSunSens_Px","%1.17g"
604,6,"ATD_RESIDBDYYSunSens_Px","AD_Resid ResidBDYYSunSens_Px","rad","48","8","DFP","Sensor residuals in the body frameSunSens_Px","%1.17g"
604,7,"ATD_RESIDBDYZSunSens_Px","AD_Resid ResidBDYZSunSens_Px","rad","56","8","DFP","Sensor residuals in the body frameSunSens_Px","%1.17g"
604,8,"ATD_MEASTIMESunSens_My","AD_Resid MeasTimeSunSens_My","s","64","8","DFP","Measurement time of sensor updateSunSens_My","%1.17g"
604,9,"ATD_RESIDBDYXSunSens_My","AD_Resid ResidBDYXSunSens_My","rad","72","8","DFP","Sensor residuals in the body frameSunSens_My","%1.17g"
604,10,"ATD_RESIDBDYYSunSens_My","AD_Resid ResidBDYYSunSens_My","rad","80","8","DFP","Sensor residuals in the body frameSunSens_My","%1.17g"
604,11,"ATD_RESIDBDYZSunSens_My","AD_Resid ResidBDYZSunSens_My","rad","88","8","DFP","Sensor residuals in the body frameSunSens_My","%1.17g"
604,12,"ATD_MEASTIMESunSens_Py","AD_Resid MeasTimeSunSens_Py","s","96","8","DFP","Measurement time of sensor updateSunSens_Py","%1.17g"
604,13,"ATD_RESIDBDYXSunSens_Py","AD_Resid ResidBDYXSunSens_Py","rad","104","8","DFP","Sensor residuals in the body frameSunSens_Py","%1.17g"
604,14,"ATD_RESIDBDYYSunSens_Py","AD_Resid ResidBDYYSunSens_Py","rad","112","8","DFP","Sensor residuals in the body frameSunSens_Py","%1.17g"
604,15,"ATD_RESIDBDYZSunSens_Py","AD_Resid ResidBDYZSunSens_Py","rad","120","8","DFP","Sensor residuals in the body frameSunSens_Py","%1.17g"
604,16,"ATD_MEASTIMESunSens_Mz","AD_Resid MeasTimeSunSens_Mz","s","128","8","DFP","Measurement time of sensor updateSunSens_Mz","%1.17g"
604,17,"ATD_RESIDBDYXSunSens_Mz","AD_Resid ResidBDYXSunSens_Mz","rad","136","8","DFP","Sensor residuals in the body frameSunSens_Mz","%1.17g"
604,18,"ATD_RESIDBDYYSunSens_Mz","AD_Resid ResidBDYYSunSens_Mz","rad","144","8","DFP","Sensor residuals in the body frameSunSens_Mz","%1.17g"
604,19,"ATD_RESIDBDYZSunSens_Mz","AD_Resid ResidBDYZSunSens_Mz","rad","152","8","DFP","Sensor residuals in the body frameSunSens_Mz","%1.17g"
604,20,"ATD_MEASTIMEMag_FCHMC","AD_Resid MeasTimeMag_FCHMC","s","160","8","DFP","Measurement time of sensor updateMag_FCHMC","%1.17g"
604,21,"ATD_RESIDBDYXMag_FCHMC","AD_Resid ResidBDYXMag_FCHMC","rad","168","8","DFP","Sensor residuals in the body frameMag_FCHMC","%1.17g"
604,22,"ATD_RESIDBDYYMag_FCHMC","AD_Resid ResidBDYYMag_FCHMC","rad","176","8","DFP","Sensor residuals in the body frameMag_FCHMC","%1.17g"
604,23,"ATD_RESIDBDYZMag_FCHMC","AD_Resid ResidBDYZMag_FCHMC","rad","184","8","DFP","Sensor residuals in the body frameMag_FCHMC","%1.17g"
604,24,"ATD_MEASTIMESinclair_STR","AD_Resid MeasTimeSinclair_STR","s","192","8","DFP","Measurement time of sensor updateSinclair_STR","%1.17g"
604,25,"ATD_RESIDBDYXSinclair_STR","AD_Resid ResidBDYXSinclair_STR","rad","200","8","DFP","Sensor residuals in the body frameSinclair_STR","%1.17g"
604,26,"ATD_RESIDBDYYSinclair_STR","AD_Resid ResidBDYYSinclair_STR","rad","208","8","DFP","Sensor residuals in the body frameSinclair_STR","%1.17g"
604,27,"ATD_RESIDBDYZSinclair_STR","AD_Resid ResidBDYZSinclair_STR","rad","216","8","DFP","Sensor residuals in the body frameSinclair_STR","%1.17g"
930,0,"CAT_POSSTATE_ATCX","Attitude Control PosState_ATCX","rad/s^2","0","8","DFP","Acceleration command from the position error in attitude controller frame","%1.17g"
930,1,"CAT_POSSTATE_ATCY","Attitude Control PosState_ATCY","rad/s^2","8","8","DFP","Acceleration command from the position error in attitude controller frame","%1.17g"
930,2,"CAT_POSSTATE_ATCZ","Attitude Control PosState_ATCZ","rad/s^2","16","8","DFP","Acceleration command from the position error in attitude controller frame","%1.17g"
930,3,"CAT_RTESTATE_ATCX","Attitude Control RteState_ATCX","rad/s^2","24","8","DFP","Acceleration command from the rate error in attitude controller frame","%1.17g"
930,4,"CAT_RTESTATE_ATCY","Attitude Control RteState_ATCY","rad/s^2","32","8","DFP","Acceleration command from the rate error in attitude controller frame","%1.17g"
930,5,"CAT_RTESTATE_ATCZ","Attitude Control RteState_ATCZ","rad/s^2","40","8","DFP","Acceleration command from the rate error in attitude controller frame","%1.17g"
930,6,"CAT_INT1STATE_ATCX","Attitude Control Int1State_ATCX","rad/s^2","48","8","DFP","Acceleration command from the first integral in attitude controller frame","%1.17g"
930,7,"CAT_INT1STATE_ATCY","Attitude Control Int1State_ATCY","rad/s^2","56","8","DFP","Acceleration command from the first integral in attitude controller frame","%1.17g"
930,8,"CAT_INT1STATE_ATCZ","Attitude Control Int1State_ATCZ","rad/s^2","64","8","DFP","Acceleration command from the first integral in attitude controller frame","%1.17g"
930,9,"CAT_INT2STATE_ATCX","Attitude Control Int2State_ATCX","rad/s^2","72","8","DFP","Acceleration command from the second integral in attitude controller frame","%1.17g"
930,10,"CAT_INT2STATE_ATCY","Attitude Control Int2State_ATCY","rad/s^2","80","8","DFP","Acceleration command from the second integral in attitude controller frame","%1.17g"
930,11,"CAT_INT2STATE_ATCZ","Attitude Control Int2State_ATCZ","rad/s^2","88","8","DFP","Acceleration command from the second integral in attitude controller frame","%1.17g"
930,12,"CAT_FFWTRQSTATE_ATCX","Attitude Control FfwTrqState_ATCX","N*m","96","8","DFP","Torque command from feed forward in attitude controller frame","%1.17g"
930,13,"CAT_FFWTRQSTATE_ATCY","Attitude Control FfwTrqState_ATCY","N*m","104","8","DFP","Torque command from feed forward in attitude controller frame","%1.17g"
930,14,"CAT_FFWTRQSTATE_ATCZ","Attitude Control FfwTrqState_ATCZ","N*m","112","8","DFP","Torque command from feed forward in attitude controller frame","%1.17g"
930,15,"CAT_TRQCMD_ATCX","Attitude Control TrqCmd_ATCX","N*m","120","8","DFP","Total torque command in attitude controller frame","%1.17g"
930,16,"CAT_TRQCMD_ATCY","Attitude Control TrqCmd_ATCY","N*m","128","8","DFP","Total torque command in attitude controller frame","%1.17g"
930,17,"CAT_TRQCMD_ATCZ","Attitude Control TrqCmd_ATCZ","N*m","136","8","DFP","Total torque command in attitude controller frame","%1.17g"
930,18,"CAT_TRQCMD_BDYX","Attitude Control TrqCmd_BDYX","N*m","144","8","DFP","Total torque command in body frame","%1.17g"
930,19,"CAT_TRQCMD_BDYY","Attitude Control TrqCmd_BDYY","N*m","152","8","DFP","Total torque command in body frame","%1.17g"
930,20,"CAT_TRQCMD_BDYZ","Attitude Control TrqCmd_BDYZ","N*m","160","8","DFP","Total torque command in body frame","%1.17g"
900,0,"CEG_ATTERR_BDYX","Control Error Gen AttErr_BDYX","rad","0","8","DFP","X-Axis Component Of Spacecraft Controller Attitude Error","%1.17g"
900,1,"CEG_ATTERR_BDYY","Control Error Gen AttErr_BDYY","rad","8","8","DFP","Y-Axis Component Of Spacecraft Controller Attitude Error","%1.17g"
900,2,"CEG_ATTERR_BDYZ","Control Error Gen AttErr_BDYZ","rad","16","8","DFP","Z-Axis Component Of Spacecraft Controller Attitude Error","%1.17g"
900,3,"CEG_ATTERRMAG","Control Error Gen AttErrMag","rad","24","8","DFP","Spacecraft Controller Attitude Error Magnitude","%1.17g"
900,4,"CEG_RATEERR_BDYX","Control Error Gen RateErr_BDYX","rad/s","32","8","DFP","X-Axis Component Of Spacecraft Controller Rate Error","%1.17g"
900,5,"CEG_RATEERR_BDYY","Control Error Gen RateErr_BDYY","rad/s","40","8","DFP","Y-Axis Component Of Spacecraft Controller Rate Error","%1.17g"
900,6,"CEG_RATEERR_BDYZ","Control Error Gen RateErr_BDYZ","rad/s","48","8","DFP","Z-Axis Component Of Spacecraft Controller Rate Error","%1.17g"
900,7,"CEG_RATEERRMAG","Control Error Gen RateErrMag","rad/s","56","8","DFP","Spacecraft Controller Rate Error Magnitude","%1.17g"
920,0,"CFF_TOTTRQ_BDYX","Feed Fwd Control TotTrq_BDYX","N*m","0","8","DFP","X-Axis Component Of The Total Feed Forward Torque In Spacecraft Frame","%1.17g"
920,1,"CFF_TOTTRQ_BDYY","Feed Fwd Control TotTrq_BDYY","N*m","8","8","DFP","Y-Axis Component Of The Total Feed Forward Torque In Spacecraft Frame","%1.17g"
920,2,"CFF_TOTTRQ_BDYZ","Feed Fwd Control TotTrq_BDYZ","N*m","16","8","DFP","Z-Axis Component Of The Total Feed Forward Torque In Spacecraft Frame","%1.17g"
920,3,"CFF_GYROTRQ_BDYX","Feed Fwd Control GyroTrq_BDYX","N*m","24","8","DFP","X-Axis Component Of The Gyroscopic Torque In Spacecraft Frame","%1.17g"
920,4,"CFF_GYROTRQ_BDYY","Feed Fwd Control GyroTrq_BDYY","N*m","32","8","DFP","Y-Axis Component Of The Gyroscopic Torque In Spacecraft Frame","%1.17g"
920,5,"CFF_GYROTRQ_BDYZ","Feed Fwd Control GyroTrq_BDYZ","N*m","40","8","DFP","Z-Axis Component Of The Gyroscopic Torque In Spacecraft Frame","%1.17g"
910,0,"CMC_TOTMOM_MMCX","Momentum Control TotMom_MMCX","N*m*s","0","8","DFP","Total momentum in the momentum controller frame","%1.17g"
910,1,"CMC_TOTMOM_MMCY","Momentum Control TotMom_MMCY","N*m*s","8","8","DFP","Total momentum in the momentum controller frame","%1.17g"
910,2,"CMC_TOTMOM_MMCZ","Momentum Control TotMom_MMCZ","N*m*s","16","8","DFP","Total momentum in the momentum controller frame","%1.17g"
910,3,"CMC_TRQCMD_MMCX","Momentum Control TrqCmd_MMCX","N*m","24","8","DFP","Torque command in momentum controller frame","%1.17g"
910,4,"CMC_TRQCMD_MMCY","Momentum Control TrqCmd_MMCY","N*m","32","8","DFP","Torque command in momentum controller frame","%1.17g"
910,5,"CMC_TRQCMD_MMCZ","Momentum Control TrqCmd_MMCZ","N*m","40","8","DFP","Torque command in momentum controller frame","%1.17g"
910,6,"CMC_TRQCMD_BDYX","Momentum Control TrqCmd_BDYX","N*m","48","8","DFP","Torque command in body frame","%1.17g"
910,7,"CMC_TRQCMD_BDYY","Momentum Control TrqCmd_BDYY","N*m","56","8","DFP","Torque command in body frame","%1.17g"
910,8,"CMC_TRQCMD_BDYZ","Momentum Control TrqCmd_BDYZ","N*m","64","8","DFP","Torque command in body frame","%1.17g"
910,9,"CMC_ENABLED","Momentum Control Enabled","bool","72","4","ENUM","Is the controller enabled","%s"
910,10,"CMC_INPROGRESS","Momentum Control InProgress","bool","76","4","ENUM","Is the controller actively controlling the momentum state","%s"
910,11,"CMC_THRESHCTRLTIMER","Momentum Control ThreshCtrlTimer","s","80","8","DFP","Time spent with control active if under threshold control","%1.17g"
910,12,"CMC_THRESHCTRLTIMEREXCEED","Momentum Control ThreshCtrlTimerExceed","bool","88","4","ENUM","Has the threshold control timeout been exceeded","%s"
610,0,"EPH_EPHEMSOURCE","EphemSummary EphemSource","none","0","4","ENUM","The ephemeris source parameter","%s"
610,1,"EPH_DATAEPOCH","EphemSummary DataEpoch","s","8","8","DFP","Time associated with data elements","%1.17g"
