"APID","Order","Mnemonic","Long Name","Units","Start Byte","Length Bytes","Type","Item Description","Format"
601,16,"ATD_MEASTIMESunSens_My","AD_Sens MeasTimeSunSens_My","s","128","8","DFP","Measurement time of sensor updateSunSens_My","%14.6f"
601,17,"ATD_UPDATEAVAILSunSens_My","AD_Sens UpdateAvailSunSens_My","bool","136","4","ENUM","Is update available for this sensorSunSens_My","%s"
601,18,"ATD_RESIDBDYXSunSens_Py","AD_Sens ResidBDYXSunSens_Py","rad","144","8","DFP","Sensor residuals in the body frameSunSens_Py","%14.6f"
601,19,"ATD_RESIDBDYYSunSens_Py","AD_Sens ResidBDYYSunSens_Py","rad","152","8","DFP","Sensor residuals in the body frameSunSens_Py","%14.6f"
601,20,"ATD_RESIDBDYZSunSens_Py","AD_Sens ResidBDYZSunSens_Py","rad","160","8","DFP","Sensor residuals in the body frameSunSens_Py","%14.6f"
601,21,"ATD_RESIDERRSunSens_Py","AD_Sens ResidErrSunSens_Py","bool","168","4","ENUM","Is there a residual error for this sensorSunSens_Py","%s"
601,22,"ATD_MEASTIMESunSens_Py","AD_Sens MeasTimeSunSens_Py","s","176","8","DFP","Measurement time of sensor updateSunSens_Py","%14.6f"
601,23,"ATD_UPDATEAVAILSunSens_Py","AD_Sens UpdateAvailSunSens_Py","bool","184","4","ENUM","Is update available for this sensorSunSens_Py","%s"
601,24,"ATD_RESIDBDYXSunSens_Mz","AD_Sens ResidBDYXSunSens_Mz","rad","192","8","DFP","Sensor residuals in the body frameSunSens_Mz","%14.6f"
601,25,"ATD_RESIDBDYYSunSens_Mz","AD_Sens ResidBDYYSunSens_Mz","rad","200","8","DFP","Sensor residuals in the body frameSunSens_Mz","%14.6f"
601,26,"ATD_RESIDBDYZSunSens_Mz","AD_Sens ResidBDYZSunSens_Mz","rad","208","8","DFP","Sensor residuals in the body frameSunSens_Mz","%14.6f"
601,27,"ATD_RESIDERRSunSens_Mz","AD_Sens ResidErrSunSens_Mz","bool","216","4","ENUM","Is there a residual error for this sensorSunSens_Mz","%s"
601,28,"ATD_MEASTIMESunSens_Mz","AD_Sens MeasTimeSunSens_Mz","s","224","8","DFP","Measurement time of sensor updateSunSens_Mz","%14.6f"
601,29,"ATD_UPDATEAVAILSunSens_Mz","AD_Sens UpdateAvailSunSens_Mz","bool","232","4","ENUM","Is update available for this sensorSunSens_Mz","%s"
601,30,"ATD_RESIDBDYXMag_FCHMC","AD_Sens ResidBDYXMag_FCHMC","rad","240","8","DFP","Sensor residuals in the body frameMag_FCHMC","%14.6f"
601,31,"ATD_RESIDBDYYMag_FCHMC","AD_Sens ResidBDYYMag_FCHMC","rad","248","8","DFP","Sensor residuals in the body frameMag_FCHMC","%14.6f"
601,32,"ATD_RESIDBDYZMag_FCHMC","AD_Sens ResidBDYZMag_FCHMC","rad","256","8","DFP","Sensor residuals in the body frameMag_FCHMC","%14.6f"
601,33,"ATD_RESIDERRMag_FCHMC","AD_Sens ResidErrMag_FCHMC","bool","264","4","ENUM","Is there a residual error for this sensorMag_FCHMC","%s"
601,34,"ATD_MEASTIMEMag_FCHMC","AD_Sens MeasTimeMag_FCHMC","s","272","8","DFP","Measurement time of sensor updateMag_FCHMC","%14.6f"
601,35,"ATD_UPDATEAVAILMag_FCHMC","AD_Sens UpdateAvailMag_FCHMC","bool","280","4","ENUM","Is update available for this sensorMag_FCHMC","%s"
601,36,"ATD_RESIDBDYXSinclair_STR","AD_Sens ResidBDYXSinclair_STR","rad","288","8","DFP","Sensor residuals in the body frameSinclair_STR","%14.6f"
601,37,"ATD_RESIDBDYYSinclair_STR","AD_Sens ResidBDYYSinclair_STR","rad","296","8","DFP","Sensor residuals in the body frameSinclair_STR","%14.6f"
601,38,"ATD_RESIDBDYZSinclair_STR","AD_Sens ResidBDYZSinclair_STR","rad","304","8","DFP","Sensor residuals in the body frameSinclair_STR","%14.6f"
601,39,"ATD_RESIDERRSinclair_STR","AD_Sens ResidErrSinclair_STR","bool","312","4","ENUM","Is there a residual error for this sensorSinclair_STR","%s"
601,40,"ATD_MEASTIMESinclair_STR","AD_Sens MeasTimeSinclair_STR","s","320","8","DFP","Measurement time of sensor updateSinclair_STR","%14.6f"
601,41,"ATD_UPDATEAVAILSinclair_STR","AD_Sens UpdateAvailSinclair_STR","bool","328","4","ENUM","Is update available for this sensorSinclair_STR","%s"
602,0,"ATD_ALLOWAD","AD_Init AllowAD","bool","0","4","ENUM","Allow attitude to be determined?","%s"
602,1,"ATD_QFORMED","AD_Init QFormed","none","4","4","ENUM","Was a quaternion formed?","%s"
602,2,"ATD_CHKATTCONSIST","AD_Init ChkAttConsist","none","8","4","ENUM","Is the attitude consistent","%s"
602,3,"ATD_CHKTIMEWINDOW","AD_Init ChkTimeWindow","none","12","4","ENUM","Is the time window valid","%s"
602,4,"ATD_CHKSUNSENS","AD_Init ChkSunSens","none","16","4","ENUM","Are the sun sensors valid","%s"
602,5,"ATD_CHKMAGSENS","AD_Init ChkMagSens","none","20","4","ENUM","Are the magnetometers valid","%s"
602,6,"ATD_CHKHRZSENS","AD_Init ChkHrzSens","none","24","4","ENUM","Are the horizon sensors valid","%s"
602,7,"ATD_NUMVALFRAMES","AD_Init NumValFrames","none","28","4","ULI","Number of frames the attitude initialization solution has been valid","%d"
602,8,"ATD_NUMSTRTRKAVL","AD_Init NumStrTrkAvl","none","32","2","UI","Number of star trackers for init","%d"
602,9,"ATD_NUMSUNSENSAVL","AD_Init NumSunSensAvl","none","34","2","UI","Number of sun sensors for init","%d"
602,10,"ATD_NUMMAGSENSAVL","AD_Init NumMagSensAvl","none","36","2","UI","Number of magnetometers for init","%d"
602,11,"ATD_NUMHRZSENSAVL","AD_Init NumHrzSensAvl","none","38","2","UI","Number of horizon sensors for init","%d"
602,12,"ATD_SEPANGLE","AD_Init SepAngle","rad","40","8","DFP","Separation angle between vector sensors","%14.6f"
602,13,"ATD_QDELTA_OLD2NEW0","AD_Init Qdelta_OLD2NEW0","none","48","8","DFP","Q0 delta from the attitude update.  Can be used to reconstruct attitude estimate prior to acquisition","%14.6f"
602,14,"ATD_QDELTA_OLD2NEW1","AD_Init Qdelta_OLD2NEW1","none","56","8","DFP","Q1 delta from the attitude update.  Can be used to reconstruct attitude estimate prior to acquisition","%14.6f"
602,15,"ATD_QDELTA_OLD2NEW2","AD_Init Qdelta_OLD2NEW2","none","64","8","DFP","Q2 delta from the attitude update.  Can be used to reconstruct attitude estimate prior to acquisition","%14.6f"
602,16,"ATD_QDELTA_OLD2NEW3","AD_Init Qdelta_OLD2NEW3","none","72","8","DFP","Q3 delta from the attitude update.  Can be used to reconstruct attitude estimate prior to acquisition","%14.6f"
603,0,"ATD_COVAR00","AD_Details Covar00","rad^2","0","8","DFP","Element [0][0] of covariance matrix","%14.6f"
603,1,"ATD_COVAR01","AD_Details Covar01","rad^2/s","8","8","DFP","Element [0][1] of covariance matrix","%14.6f"
603,2,"ATD_COVAR02","AD_Details Covar02","rad^2/s","16","8","DFP","Element [0][2] of covariance matrix","%14.6f"
603,3,"ATD_COVAR03","AD_Details Covar03","rad^2/s","24","8","DFP","Element [0][3] of covariance matrix","%14.6f"
603,4,"ATD_COVAR04","AD_Details Covar04","rad^2/s","32","8","DFP","Element [0][4] of covariance matrix","%14.6f"
603,5,"ATD_COVAR05","AD_Details Covar05","rad^2/s","40","8","DFP","Element [0][5] of covariance matrix","%14.6f"
603,6,"ATD_COVAR11","AD_Details Covar11","rad^2","48","8","DFP","Element [1][1] of covariance matrix","%14.6f"
603,7,"ATD_COVAR12","AD_Details Covar12","rad^2/s","56","8","DFP","Element [1][2] of covariance matrix","%14.6f"
603,8,"ATD_COVAR13","AD_Details Covar13","rad^2/s","64","8","DFP","Element [1][3] of covariance matrix","%14.6f"
603,9,"ATD_COVAR14","AD_Details Covar14","rad^2/s","72","8","DFP","Element [1][4] of covariance matrix","%14.6f"
603,10,"ATD_COVAR15","AD_Details Covar15","rad^2/s","80","8","DFP","Element [1][5] of covariance matrix","%14.6f"
603,11,"ATD_COVAR22","AD_Details Covar22","rad^2","88","8","DFP","Element [2][2] of covariance matrix","%14.6f"
603,12,"ATD_COVAR23","AD_Details Covar23","rad^2/s","96","8","DFP","Element [2][3] of covariance matrix","%14.6f"
603,13,"ATD_COVAR24","AD_Details Covar24","rad^2/s","104","8","DFP","Element [2][4] of covariance matrix","%14.6f"
603,14,"ATD_COVAR25","AD_Details Covar25","rad^2/s","112","8","DFP","Element [2][5] of covariance matrix","%14.6f"
603,15,"ATD_COVAR33","AD_Details Covar33","rad^2/s^2","120","8","DFP","Element [3][3] of covariance matrix","%14.6f"
603,16,"ATD_COVAR34","AD_Details Covar34","rad^2/s","128","8","DFP","Element [3][4] of covariance matrix","%14.6f"
603,17,"ATD_COVAR35","AD_Details Covar35","rad^2/s","136","8","DFP","Element [3][5] of covariance matrix","%14.6f"
603,18,"ATD_COVAR44","AD_Details Covar44","rad^2/s^2","144","8","DFP","Element [4][4] of covariance matrix","%14.6f"
603,19,"ATD_COVAR45","AD_Details Covar45","rad^2/s","152","8","DFP","Element [4][5] of covariance matrix","%14.6f"
603,20,"ATD_COVAR55","AD_Details Covar55","rad^2/s^2","160","8","DFP","Element [5][5] of covariance matrix","%14.6f"
930,0,"CAT_POSSTATE_ATCX","Attitude Control PosState_ATCX","rad/s^2","0","8","DFP","Acceleration command from the position error in attitude controller frame","%14.6f"
930,1,"CAT_POSSTATE_ATCY","Attitude Control PosState_ATCY","rad/s^2","8","8","DFP","Acceleration command from the position error in attitude controller frame","%14.6f"
930,2,"CAT_POSSTATE_ATCZ","Attitude Control PosState_ATCZ","rad/s^2","16","8","DFP","Acceleration command from the position error in attitude controller frame","%14.6f"
930,3,"CAT_RTESTATE_ATCX","Attitude Control RteState_ATCX","rad/s^2","24","8","DFP","Acceleration command from the rate error in attitude controller frame","%14.6f"
930,4,"CAT_RTESTATE_ATCY","Attitude Control RteState_ATCY","rad/s^2","32","8","DFP","Acceleration command from the rate error in attitude controller frame","%14.6f"
930,5,"CAT_RTESTATE_ATCZ","Attitude Control RteState_ATCZ","rad/s^2","40","8","DFP","Acceleration command from the rate error in attitude controller frame","%14.6f"
930,6,"CAT_INT1STATE_ATCX","Attitude Control Int1State_ATCX","rad/s^2","48","8","DFP","Acceleration command from the first integral in attitude controller frame","%14.6f"
930,7,"CAT_INT1STATE_ATCY","Attitude Control Int1State_ATCY","rad/s^2","56","8","DFP","Acceleration command from the first integral in attitude controller frame","%14.6f"
930,8,"CAT_INT1STATE_ATCZ","Attitude Control Int1State_ATCZ","rad/s^2","64","8","DFP","Acceleration command from the first integral in attitude controller frame","%14.6f"
930,9,"CAT_INT2STATE_ATCX","Attitude Control Int2State_ATCX","rad/s^2","72","8","DFP","Acceleration command from the second integral in attitude controller frame","%14.6f"
930,10,"CAT_INT2STATE_ATCY","Attitude Control Int2State_ATCY","rad/s^2","80","8","DFP","Acceleration command from the second integral in attitude controller frame","%14.6f"
930,11,"CAT_INT2STATE_ATCZ","Attitude Control Int2State_ATCZ","rad/s^2","88","8","DFP","Acceleration command from the second integral in attitude controller frame","%14.6f"
930,12,"CAT_FFWTRQSTATE_ATCX","Attitude Control FfwTrqState_ATCX","N*m","96","8","DFP","Torque command from feed forward in attitude controller frame","%14.6f"
930,13,"CAT_FFWTRQSTATE_ATCY","Attitude Control FfwTrqState_ATCY","N*m","104","8","DFP","Torque command from feed forward in attitude controller frame","%14.6f"
930,14,"CAT_FFWTRQSTATE_ATCZ","Attitude Control FfwTrqState_ATCZ","N*m","112","8","DFP","Torque command from feed forward in attitude controller frame","%14.6f"
930,15,"CAT_TRQCMD_ATCX","Attitude Control TrqCmd_ATCX","N*m","120","8","DFP","Total torque command in attitude controller frame","%14.6f"
930,16,"CAT_TRQCMD_ATCY","Attitude Control TrqCmd_ATCY","N*m","128","8","DFP","Total torque command in attitude controller frame","%14.6f"
930,17,"CAT_TRQCMD_ATCZ","Attitude Control TrqCmd_ATCZ","N*m","136","8","DFP","Total torque command in attitude controller frame","%14.6f"
930,18,"CAT_TRQCMD_BDYX","Attitude Control TrqCmd_BDYX","N*m","144","8","DFP","Total torque command in body frame","%14.6f"
930,19,"CAT_TRQCMD_BDYY","Attitude Control TrqCmd_BDYY","N*m","152","8","DFP","Total torque command in body frame","%14.6f"
930,20,"CAT_TRQCMD_BDYZ","Attitude Control TrqCmd_BDYZ","N*m","160","8","DFP","Total torque command in body frame","%14.6f"
900,0,"CEG_ATTERR_BDYX","Control Error Gen AttErr_BDYX","rad","0","8","DFP","X-Axis Component Of Spacecraft Controller Attitude Error","%14.6f"
900,1,"CEG_ATTERR_BDYY","Control Error Gen AttErr_BDYY","rad","8","8","DFP","Y-Axis Component Of Spacecraft Controller Attitude Error","%14.6f"
900,2,"CEG_ATTERR_BDYZ","Control Error Gen AttErr_BDYZ","rad","16","8","DFP","Z-Axis Component Of Spacecraft Controller Attitude Error","%14.6f"
900,3,"CEG_ATTERRMAG","Control Error Gen AttErrMag","rad","24","8","DFP","Spacecraft Controller Attitude Error Magnitude","%14.6f"
900,4,"CEG_RATEERR_BDYX","Control Error Gen RateErr_BDYX","rad/s","32","8","DFP","X-Axis Component Of Spacecraft Controller Rate Error","%14.6f"
900,5,"CEG_RATEERR_BDYY","Control Error Gen RateErr_BDYY","rad/s","40","8","DFP","Y-Axis Component Of Spacecraft Controller Rate Error","%14.6f"
900,6,"CEG_RATEERR_BDYZ","Control Error Gen RateErr_BDYZ","rad/s","48","8","DFP","Z-Axis Component Of Spacecraft Controller Rate Error","%14.6f"
900,7,"CEG_RATEERRMAG","Control Error Gen RateErrMag","rad/s","56","8","DFP","Spacecraft Controller Rate Error Magnitude","%14.6f"
920,0,"CFF_TOTTRQ_BDYX","Feed Fwd Control TotTrq_BDYX","N*m","0","8","DFP","X-Axis Component Of The Total Feed Forward Torque In Spacecraft Frame","%14.6f"
920,1,"CFF_TOTTRQ_BDYY","Feed Fwd Control TotTrq_BDYY","N*m","8","8","DFP","Y-Axis Component Of The Total Feed Forward Torque In Spacecraft Frame","%14.6f"
920,2,"CFF_TOTTRQ_BDYZ","Feed Fwd Control TotTrq_BDYZ","N*m","16","8","DFP","Z-Axis Component Of The Total Feed Forward Torque In Spacecraft Frame","%14.6f"
920,3,"CFF_GYROTRQ_BDYX","Feed Fwd Control GyroTrq_BDYX","N*m","24","8","DFP","X-Axis Component Of The Gyroscopic Torque In Spacecraft Frame","%14.6f"
920,4,"CFF_GYROTRQ_BDYY","Feed Fwd Control GyroTrq_BDYY","N*m","32","8","DFP","Y-Axis Component Of The Gyroscopic Torque In Spacecraft Frame","%14.6f"
920,5,"CFF_GYROTRQ_BDYZ","Feed Fwd Control GyroTrq_BDYZ","N*m","40","8","DFP","Z-Axis Component Of The Gyroscopic Torque In Spacecraft Frame","%14.6f"
910,0,"CMC_TOTMOM_MMCX","Momentum Control TotMom_MMCX","N*m*s","0","8","DFP","Total momentum in the momentum controller frame","%14.6f"
910,1,"CMC_TOTMOM_MMCY","Momentum Control TotMom_MMCY","N*m*s","8","8","DFP","Total momentum in the momentum controller frame","%14.6f"
910,2,"CMC_TOTMOM_MMCZ","Momentum Control TotMom_MMCZ","N*m*s","16","8","DFP","Total momentum in the momentum controller frame","%14.6f"
910,3,"CMC_TRQCMD_MMCX","Momentum Control TrqCmd_MMCX","N*m","24","8","DFP","Torque command in momentum controller frame","%14.6f"
910,4,"CMC_TRQCMD_MMCY","Momentum Control TrqCmd_MMCY","N*m","32","8","DFP","Torque command in momentum controller frame","%14.6f"
910,5,"CMC_TRQCMD_MMCZ","Momentum Control TrqCmd_MMCZ","N*m","40","8","DFP","Torque command in momentum controller frame","%14.6f"
910,6,"CMC_TRQCMD_BDYX","Momentum Control TrqCmd_BDYX","N*m","48","8","DFP","Torque command in body frame","%14.6f"
910,7,"CMC_TRQCMD_BDYY","Momentum Control TrqCmd_BDYY","N*m","56","8","DFP","Torque command in body frame","%14.6f"
910,8,"CMC_TRQCMD_BDYZ","Momentum Control TrqCmd_BDYZ","N*m","64","8","DFP","Torque command in body frame","%14.6f"
910,9,"CMC_ENABLED","Momentum Control Enabled","bool","72","4","ENUM","Is the controller enabled","%s"
910,10,"CMC_INPROGRESS","Momentum Control InProgress","bool","76","4","ENUM","Is the controller actively controlling the momentum state","%s"
910,11,"CMC_THRESHCTRLTIMER","Momentum Control ThreshCtrlTimer","s","80","8","DFP","Time spent with control active if under threshold control","%14.6f"
910,12,"CMC_THRESHCTRLTIMEREXCEED","Momentum Control ThreshCtrlTimerExceed","bool","88","4","ENUM","Has the threshold control timeout been exceeded","%s"
610,0,"EPH_EPHEMSOURCE","EphemSummary EphemSource","none","0","4","ENUM","The ephemeris source parameter","%s"
610,1,"EPH_DATAEPOCH","EphemSummary DataEpoch","s","8","8","DFP","Time associated with data elements","%14.6f"
610,2,"EPH_TIMESINCEORIGIN","EphemSummary TimeSinceOrigin","s","16","8","DFP","Time since the last epoch origin source","%14.6f"
610,3,"EPH_Q_CBI2CBF0","EphemSummary Q_CBI2CBF0","none","24","8","DFP","Estimated quaternion rotation from CBI to CBF frame","%14.6f"
610,4,"EPH_Q_CBI2CBF1","EphemSummary Q_CBI2CBF1","none","32","8","DFP","Estimated quaternion rotation from CBI to CBF frame","%14.6f"
610,5,"EPH_Q_CBI2CBF2","EphemSummary Q_CBI2CBF2","none","40","8","DFP","Estimated quaternion rotation from CBI to CBF frame","%14.6f"
610,6,"EPH_Q_CBI2CBF3","EphemSummary Q_CBI2CBF3","none","48","8","DFP","Estimated quaternion rotation from CBI to CBF frame","%14.6f"
610,7,"EPH_Q_ORB2BDY0","EphemSummary Q_ORB2BDY0","none","56","8","DFP","Estimated quaternion rotation from ORB to BDY frame","%14.6f"
610,8,"EPH_Q_ORB2BDY1","EphemSummary Q_ORB2BDY1","none","64","8","DFP","Estimated quaternion rotation from ORB to BDY frame","%14.6f"
610,9,"EPH_Q_ORB2BDY2","EphemSummary Q_ORB2BDY2","none","72","8","DFP","Estimated quaternion rotation from ORB to BDY frame","%14.6f"
610,10,"EPH_Q_ORB2BDY3","EphemSummary Q_ORB2BDY3","none","80","8","DFP","Estimated quaternion rotation from ORB to BDY frame","%14.6f"
610,11,"EPH_MAGFLD_CBIX","EphemSummary MagFld_CBIX","T","88","8","DFP","Estimated ambient magnetic field at SC position in CBI frame","%0.8e"
610,12,"EPH_MAGFLD_CBIY","EphemSummary MagFld_CBIY","T","96","8","DFP","Estimated ambient magnetic field at SC position in CBI frame","%0.8e"
610,13,"EPH_MAGFLD_CBIZ","EphemSummary MagFld_CBIZ","T","104","8","DFP","Estimated ambient magnetic field at SC position in CBI frame","%0.8e"
610,14,"EPH_MAGFLD_CBFX","EphemSummary MagFld_CBFX","T","112","8","DFP","Estimated ambient magnetic field at SC position in CBF frame","%0.8e"
