"APID","Order","Mnemonic","Long Name","Units","Start Byte","Length Bytes","Type","Item Description","Format"
603,1,"ATD_COVAR01","AD_Details Covar01","rad^2/s","8","8","DFP","Element [0][1] of covariance matrix","%1.17g"
603,2,"ATD_COVAR02","AD_Details Covar02","rad^2/s","16","8","DFP","Element [0][2] of covariance matrix","%1.17g"
603,3,"ATD_COVAR03","AD_Details Covar03","rad^2/s","24","8","DFP","Element [0][3] of covariance matrix","%1.17g"
603,4,"ATD_COVAR04","AD_Details Covar04","rad^2/s","32","8","DFP","Element [0][4] of covariance matrix","%1.17g"
603,5,"ATD_COVAR05","AD_Details Covar05","rad^2/s","40","8","DFP","Element [0][5] of covariance matrix","%1.17g"
603,6,"ATD_COVAR11","AD_Details Covar11","rad^2","48","8","DFP","Element [1][1] of covariance matrix","%1.17g"
603,7,"ATD_COVAR12","AD_Details Covar12","rad^2/s","56","8","DFP","Element [1][2] of covariance matrix","%1.17g"
603,8,"ATD_COVAR13","AD_Details Covar13","rad^2/s","64","8","DFP","Element [1][3] of covariance matrix","%1.17g"
603,9,"ATD_COVAR14","AD_Details Covar14","rad^2/s","72","8","DFP","Element [1][4] of covariance matrix","%1.17g"
603,10,"ATD_COVAR15","AD_Details Covar15","rad^2/s","80","8","DFP","Element [1][5] of covariance matrix","%1.17g"
603,11,"ATD_COVAR22","AD_Details Covar22","rad^2","88","8","DFP","Element [2][2] of covariance matrix","%1.17g"
603,12,"ATD_COVAR23","AD_Details Covar23","rad^2/s","96","8","DFP","Element [2][3] of covariance matrix","%1.17g"
603,13,"ATD_COVAR24","AD_Details Covar24","rad^2/s","104","8","DFP","Element [2][4] of covariance matrix","%1.17g"
603,14,"ATD_COVAR25","AD_Details Covar25","rad^2/s","112","8","DFP","Element [2][5] of covariance matrix","%1.17g"
603,15,"ATD_COVAR33","AD_Details Covar33","rad^2/s^2","120","8","DFP","Element [3][3] of covariance matrix","%1.17g"
603,16,"ATD_COVAR34","AD_Details Covar34","rad^2/s","128","8","DFP","Element [3][4] of covariance matrix","%1.17g"
603,17,"ATD_COVAR35","AD_Details Covar35","rad^2/s","136","8","DFP","Element [3][5] of covariance matrix","%1.17g"
603,18,"ATD_COVAR44","AD_Details Covar44","rad^2/s^2","144","8","DFP","Element [4][4] of covariance matrix","%1.17g"
603,19,"ATD_COVAR45","AD_Details Covar45","rad^2/s","152","8","DFP","Element [4][5] of covariance matrix","%1.17g"
603,20,"ATD_COVAR55","AD_Details Covar55","rad^2/s^2","160","8","DFP","Element [5][5] of covariance matrix","%1.17g"
930,0,"CAT_POSSTATE_ATCX","Attitude Control PosState_ATCX","rad/s^2","0","8","DFP","Acceleration command from the position error in attitude controller frame","%1.17g"
930,1,"CAT_POSSTATE_ATCY","Attitude Control PosState_ATCY","rad/s^2","8","8","DFP","Acceleration command from the position error in attitude controller frame","%1.17g"
930,2,"CAT_POSSTATE_ATCZ","Attitude Control PosState_ATCZ","rad/s^2","16","8","DFP","Acceleration command from the position error in attitude controller frame","%1.17g"
930,3,"CAT_RTESTATE_ATCX","Attitude Control RteState_ATCX","rad/s^2","24","8","DFP","Acceleration command from the rate error in attitude controller frame","%1.17g"
930,4,"CAT_RTESTATE_ATCY","Attitude Control RteState_ATCY","rad/s^2","32","8","DFP","Acceleration command from the rate error in attitude controller frame","%1.17g"
930,5,"CAT_RTESTATE_ATCZ","Attitude Control RteState_ATCZ","rad/s^2","40","8","DFP","Acceleration command from the rate error in attitude controller frame","%1.17g"
930,6,"CAT_INT1STATE_ATCX","Attitude Control Int1State_ATCX","rad/s^2","48","8","DFP","Acceleration command from the first integral in attitude controller frame","%1.17g"
930,7,"CAT_INT1STATE_ATCY","Attitude Control Int1State_ATCY","rad/s^2","56","8","DFP","Acceleration command from the first integral in attitude controller frame","%1.17g"
930,8,"CAT_INT1STATE_ATCZ","Attitude Control Int1State_ATCZ","rad/s^2","64","8","DFP","Acceleration command from the first integral in attitude controller frame","%1.17g"
930,9,"CAT_INT2STATE_ATCX","Attitude Control Int2State_ATCX","rad/s^2","72","8","DFP","Acceleration command from the second integral in attitude controller frame","%1.17g"
930,10,"CAT_INT2STATE_ATCY","Attitude Control Int2State_ATCY","rad/s^2","80","8","DFP","Acceleration command from the second integral in attitude controller frame","%1.17g"
930,11,"CAT_INT2STATE_ATCZ","Attitude Control Int2State_ATCZ","rad/s^2","88","8","DFP","Acceleration command from the second integral in attitude controller frame","%1.17g"
930,12,"CAT_FFWTRQSTATE_ATCX","Attitude Control FfwTrqState_ATCX","N*m","96","8","DFP","Torque command from feed forward in attitude controller frame","%1.17g"
930,13,"CAT_FFWTRQSTATE_ATCY","Attitude Control FfwTrqState_ATCY","N*m","104","8","DFP","Torque command from feed forward in attitude controller frame","%1.17g"
930,14,"CAT_FFWTRQSTATE_ATCZ","Attitude Control FfwTrqState_ATCZ","N*m","112","8","DFP","Torque command from feed forward in attitude controller frame","%1.17g"
930,15,"CAT_TRQCMD_ATCX","Attitude Control TrqCmd_ATCX","N*m","120","8","DFP","Total torque command in attitude controller frame","%1.17g"
930,16,"CAT_TRQCMD_ATCY","Attitude Control TrqCmd_ATCY","N*m","128","8","DFP","Total torque command in attitude controller frame","%1.17g"
930,17,"CAT_TRQCMD_ATCZ","Attitude Control TrqCmd_ATCZ","N*m","136","8","DFP","Total torque command in attitude controller frame","%1.17g"
930,18,"CAT_TRQCMD_BDYX","Attitude Control TrqCmd_BDYX","N*m","144","8","DFP","Total torque command in body frame","%1.17g"
930,19,"CAT_TRQCMD_BDYY","Attitude Control TrqCmd_BDYY","N*m","152","8","DFP","Total torque command in body frame","%1.17g"
930,20,"CAT_TRQCMD_BDYZ","Attitude Control TrqCmd_BDYZ","N*m","160","8","DFP","Total torque command in body frame","%1.17g"
900,0,"CEG_ATTERR_BDYX","Control Error Gen AttErr_BDYX","rad","0","8","DFP","X-Axis Component Of Spacecraft Controller Attitude Error","%1.17g"
900,1,"CEG_ATTERR_BDYY","Control Error Gen AttErr_BDYY","rad","8","8","DFP","Y-Axis Component Of Spacecraft Controller Attitude Error","%1.17g"
900,2,"CEG_ATTERR_BDYZ","Control Error Gen AttErr_BDYZ","rad","16","8","DFP","Z-Axis Component Of Spacecraft Controller Attitude Error","%1.17g"
900,3,"CEG_ATTERRMAG","Control Error Gen AttErrMag","rad","24","8","DFP","Spacecraft Controller Attitude Error Magnitude","%1.17g"
900,4,"CEG_RATEERR_BDYX","Control Error Gen RateErr_BDYX","rad/s","32","8","DFP","X-Axis Component Of Spacecraft Controller Rate Error","%1.17g"
900,5,"CEG_RATEERR_BDYY","Control Error Gen RateErr_BDYY","rad/s","40","8","DFP","Y-Axis Component Of Spacecraft Controller Rate Error","%1.17g"
900,6,"CEG_RATEERR_BDYZ","Control Error Gen RateErr_BDYZ","rad/s","48","8","DFP","Z-Axis Component Of Spacecraft Controller Rate Error","%1.17g"
900,7,"CEG_RATEERRMAG","Control Error Gen RateErrMag","rad/s","56","8","DFP","Spacecraft Controller Rate Error Magnitude","%1.17g"
920,0,"CFF_TOTTRQ_BDYX","Feed Fwd Control TotTrq_BDYX","N*m","0","8","DFP","X-Axis Component Of The Total Feed Forward Torque In Spacecraft Frame","%1.17g"
920,1,"CFF_TOTTRQ_BDYY","Feed Fwd Control TotTrq_BDYY","N*m","8","8","DFP","Y-Axis Component Of The Total Feed Forward Torque In Spacecraft Frame","%1.17g"
920,2,"CFF_TOTTRQ_BDYZ","Feed Fwd Control TotTrq_BDYZ","N*m","16","8","DFP","Z-Axis Component Of The Total Feed Forward Torque In Spacecraft Frame","%1.17g"
920,3,"CFF_GYROTRQ_BDYX","Feed Fwd Control GyroTrq_BDYX","N*m","24","8","DFP","X-Axis Component Of The Gyroscopic Torque In Spacecraft Frame","%1.17g"
920,4,"CFF_GYROTRQ_BDYY","Feed Fwd Control GyroTrq_BDYY","N*m","32","8","DFP","Y-Axis Component Of The Gyroscopic Torque In Spacecraft Frame","%1.17g"
920,5,"CFF_GYROTRQ_BDYZ","Feed Fwd Control GyroTrq_BDYZ","N*m","40","8","DFP","Z-Axis Component Of The Gyroscopic Torque In Spacecraft Frame","%1.17g"
910,0,"CMC_TOTMOM_MMCX","Momentum Control TotMom_MMCX","N*m*s","0","8","DFP","Total momentum in the momentum controller frame","%1.17g"
910,1,"CMC_TOTMOM_MMCY","Momentum Control TotMom_MMCY","N*m*s","8","8","DFP","Total momentum in the momentum controller frame","%1.17g"
910,2,"CMC_TOTMOM_MMCZ","Momentum Control TotMom_MMCZ","N*m*s","16","8","DFP","Total momentum in the momentum controller frame","%1.17g"
910,3,"CMC_TRQCMD_MMCX","Momentum Control TrqCmd_MMCX","N*m","24","8","DFP","Torque command in momentum controller frame","%1.17g"
910,4,"CMC_TRQCMD_MMCY","Momentum Control TrqCmd_MMCY","N*m","32","8","DFP","Torque command in momentum controller frame","%1.17g"
910,5,"CMC_TRQCMD_MMCZ","Momentum Control TrqCmd_MMCZ","N*m","40","8","DFP","Torque command in momentum controller frame","%1.17g"
910,6,"CMC_TRQCMD_BDYX","Momentum Control TrqCmd_BDYX","N*m","48","8","DFP","Torque command in body frame","%1.17g"
910,7,"CMC_TRQCMD_BDYY","Momentum Control TrqCmd_BDYY","N*m","56","8","DFP","Torque command in body frame","%1.17g"
910,8,"CMC_TRQCMD_BDYZ","Momentum Control TrqCmd_BDYZ","N*m","64","8","DFP","Torque command in body frame","%1.17g"
910,9,"CMC_ENABLED","Momentum Control Enabled","bool","72","4","ENUM","Is the controller enabled","%s"
910,10,"CMC_INPROGRESS","Momentum Control InProgress","bool","76","4","ENUM","Is the controller actively controlling the momentum state","%s"
910,11,"CMC_THRESHCTRLTIMER","Momentum Control ThreshCtrlTimer","s","80","8","DFP","Time spent with control active if under threshold control","%1.17g"
910,12,"CMC_THRESHCTRLTIMEREXCEED","Momentum Control ThreshCtrlTimerExceed","bool","88","4","ENUM","Has the threshold control timeout been exceeded","%s"
610,0,"EPH_EPHEMSOURCE","EphemSummary EphemSource","none","0","4","ENUM","The ephemeris source parameter","%s"
610,1,"EPH_DATAEPOCH","EphemSummary DataEpoch","s","8","8","DFP","Time associated with data elements","%1.17g"
610,2,"EPH_TIMESINCEORIGIN","EphemSummary TimeSinceOrigin","s","16","8","DFP","Time since the last epoch origin source","%1.17g"
610,3,"EPH_Q_CBI2CBF0","EphemSummary Q_CBI2CBF0","none","24","8","DFP","Estimated quaternion rotation from CBI to CBF frame","%1.17g"
610,4,"EPH_Q_CBI2CBF1","EphemSummary Q_CBI2CBF1","none","32","8","DFP","Estimated quaternion rotation from CBI to CBF frame","%1.17g"
610,5,"EPH_Q_CBI2CBF2","EphemSummary Q_CBI2CBF2","none","40","8","DFP","Estimated quaternion rotation from CBI to CBF frame","%1.17g"
610,6,"EPH_Q_CBI2CBF3","EphemSummary Q_CBI2CBF3","none","48","8","DFP","Estimated quaternion rotation from CBI to CBF frame","%1.17g"
610,7,"EPH_Q_ORB2BDY0","EphemSummary Q_ORB2BDY0","none","56","8","DFP","Estimated quaternion rotation from ORB to BDY frame","%1.17g"
610,8,"EPH_Q_ORB2BDY1","EphemSummary Q_ORB2BDY1","none","64","8","DFP","Estimated quaternion rotation from ORB to BDY frame","%1.17g"
610,9,"EPH_Q_ORB2BDY2","EphemSummary Q_ORB2BDY2","none","72","8","DFP","Estimated quaternion rotation from ORB to BDY frame","%1.17g"
610,10,"EPH_Q_ORB2BDY3","EphemSummary Q_ORB2BDY3","none","80","8","DFP","Estimated quaternion rotation from ORB to BDY frame","%1.17g"
610,11,"EPH_MAGFLD_CBIX","EphemSummary MagFld_CBIX","T","88","8","DFP","Estimated ambient magnetic field at SC position in CBI frame","%1.17g"
610,12,"EPH_MAGFLD_CBIY","EphemSummary MagFld_CBIY","T","96","8","DFP","Estimated ambient magnetic field at SC position in CBI frame","%1.17g"
610,13,"EPH_MAGFLD_CBIZ","EphemSummary MagFld_CBIZ","T","104","8","DFP","Estimated ambient magnetic field at SC position in CBI frame","%1.17g"
610,14,"EPH_MAGFLD_CBFX","EphemSummary MagFld_CBFX","T","112","8","DFP","Estimated ambient magnetic field at SC position in CBF frame","%1.17g"
610,15,"EPH_MAGFLD_CBFY","EphemSummary MagFld_CBFY","T","120","8","DFP","Estimated ambient magnetic field at SC position in CBF frame","%1.17g"
610,16,"EPH_MAGFLD_CBFZ","EphemSummary MagFld_CBFZ","T","128","8","DFP","Estimated ambient magnetic field at SC position in CBF frame","%1.17g"
610,17,"EPH_MAGFLD_BDYX","EphemSummary MagFld_BDYX","T","136","8","DFP","Estimated ambient magnetic field at SC position in BDY frame","%1.17g"
610,18,"EPH_MAGFLD_BDYY","EphemSummary MagFld_BDYY","T","144","8","DFP","Estimated ambient magnetic field at SC position in BDY frame","%1.17g"
610,19,"EPH_MAGFLD_BDYZ","EphemSummary MagFld_BDYZ","T","152","8","DFP","Estimated ambient magnetic field at SC position in BDY frame","%1.17g"
610,20,"EPH_MAGFLD_UBDYX","EphemSummary MagFld_UBDYX","Uvec","160","8","DFP","Estimated ambient magnetic unit direction at SC position in BDY frame","%1.17g"
610,21,"EPH_MAGFLD_UBDYY","EphemSummary MagFld_UBDYY","Uvec","168","8","DFP","Estimated ambient magnetic unit direction at SC position in BDY frame","%1.17g"
610,22,"EPH_MAGFLD_UBDYZ","EphemSummary MagFld_UBDYZ","Uvec","176","8","DFP","Estimated ambient magnetic unit direction at SC position in BDY frame","%1.17g"
610,23,"EPH_POS_CBIX","EphemSummary Pos_CBIX","m","184","8","DFP","Estimated spacecraft position in CBI frame","%1.17g"
610,24,"EPH_POS_CBIY","EphemSummary Pos_CBIY","m","192","8","DFP","Estimated spacecraft position in CBI frame","%1.17g"
610,25,"EPH_POS_CBIZ","EphemSummary Pos_CBIZ","m","200","8","DFP","Estimated spacecraft position in CBI frame","%1.17g"
610,26,"EPH_POS_CBFX","EphemSummary Pos_CBFX","m","208","8","DFP","Estimated spacecraft position in CBF frame","%1.17g"
610,27,"EPH_POS_CBFY","EphemSummary Pos_CBFY","m","216","8","DFP","Estimated spacecraft position in CBF frame","%1.17g"
610,28,"EPH_POS_CBFZ","EphemSummary Pos_CBFZ","m","224","8","DFP","Estimated spacecraft position in CBF frame","%1.17g"
610,29,"EPH_VEL_CBIX","EphemSummary Vel_CBIX","m/s","232","8","DFP","Estimated spacecraft velocity in CBI frame","%1.17g"
610,30,"EPH_VEL_CBIY","EphemSummary Vel_CBIY","m/s","240","8","DFP","Estimated spacecraft velocity in CBI frame","%1.17g"
610,31,"EPH_VEL_CBIZ","EphemSummary Vel_CBIZ","m/s","248","8","DFP","Estimated spacecraft velocity in CBI frame","%1.17g"
610,32,"EPH_VEL_CBFX","EphemSummary Vel_CBFX","m/s","256","8","DFP","Estimated spacecraft velocity in CBF frame","%1.17g"
610,33,"EPH_VEL_CBFY","EphemSummary Vel_CBFY","m/s","264","8","DFP","Estimated spacecraft velocity in CBF frame","%1.17g"
610,34,"EPH_VEL_CBFZ","EphemSummary Vel_CBFZ","m/s","272","8","DFP","Estimated spacecraft velocity in CBF frame","%1.17g"
610,35,"EPH_NADIRCENTRIC_UBDYX","EphemSummary NadirCentric_UBDYX","Uvec","280","8","DFP","Estimated unit nadir (centric) direction in BDY frame","%1.17g"
610,36,"EPH_NADIRCENTRIC_UBDYY","EphemSummary NadirCentric_UBDYY","Uvec","288","8","DFP","Estimated unit nadir (centric) direction in BDY frame","%1.17g"
610,37,"EPH_NADIRCENTRIC_UBDYZ","EphemSummary NadirCentric_UBDYZ","Uvec","296","8","DFP","Estimated unit nadir (centric) direction in BDY frame","%1.17g"
610,38,"EPH_NADIRDETIC_UBDYX","EphemSummary NadirDetic_UBDYX","Uvec","304","8","DFP","Estimated unit nadir (detic) direction in BDY frame","%1.17g"
610,39,"EPH_NADIRDETIC_UBDYY","EphemSummary NadirDetic_UBDYY","Uvec","312","8","DFP","Estimated unit nadir (detic) direction in BDY frame","%1.17g"
610,40,"EPH_NADIRDETIC_UBDYZ","EphemSummary NadirDetic_UBDYZ","Uvec","320","8","DFP","Estimated unit nadir (detic) direction in BDY frame","%1.17g"
610,41,"EPH_SUN_UBDYX","EphemSummary Sun_UBDYX","Uvec","328","8","DFP","Estimated unit sun direction in BDY frame","%1.17g"
610,42,"EPH_SUN_UBDYY","EphemSummary Sun_UBDYY","Uvec","336","8","DFP","Estimated unit sun direction in BDY frame","%1.17g"
610,43,"EPH_SUN_UBDYZ","EphemSummary Sun_UBDYZ","Uvec","344","8","DFP","Estimated unit sun direction in BDY frame","%1.17g"
610,44,"EPH_VEL_UBDYX","EphemSummary Vel_UBDYX","Uvec","352","8","DFP","Estimated unit velocity direction in BDY frame","%1.17g"
610,45,"EPH_VEL_UBDYY","EphemSummary Vel_UBDYY","Uvec","360","8","DFP","Estimated unit velocity direction in BDY frame","%1.17g"
610,46,"EPH_VEL_UBDYZ","EphemSummary Vel_UBDYZ","Uvec","368","8","DFP","Estimated unit velocity direction in BDY frame","%1.17g"
610,47,"EPH_VEHICLEROLL","EphemSummary VehicleRoll","rad","376","8","DFP","Spacecraft roll angle (ZYX Euler sequence)","%1.17g"
610,48,"EPH_VEHICLEPITCH","EphemSummary VehiclePitch","rad","384","8","DFP","Spacecraft pitch angle (ZYX Euler sequence)","%1.17g"
610,49,"EPH_VEHICLEYAW","EphemSummary VehicleYaw","rad","392","8","DFP","Spacecraft yaw angle (ZYX Euler sequence)","%1.17g"
610,50,"EPH_SUNPOS_CBIX","EphemSummary SunPos_CBIX","m","400","8","DFP","Estimated sun position in the CBI frame","%1.17g"
610,51,"EPH_SUNPOS_CBIY","EphemSummary SunPos_CBIY","m","408","8","DFP","Estimated sun position in the CBI frame","%1.17g"
610,52,"EPH_SUNPOS_CBIZ","EphemSummary SunPos_CBIZ","m","416","8","DFP","Estimated sun position in the CBI frame","%1.17g"
610,53,"EPH_SOLARBETAANGLE","EphemSummary SolarBetaAngle","rad","424","8","DFP","Estimated solar beta angle_ the angle between the orbit plane and the sun","%1.17g"
610,54,"EPH_SUNDISTANCE","EphemSummary SunDistance","m","432","8","DFP","Estimated distance from spacecraft to Sun","%1.17g"
610,55,"EPH_LIMBANGLE","EphemSummary LimbAngle","rad","440","8","DFP","Estimated limb angle (Angle Btwn Nadir and Horizon @ SC)","%1.17g"
610,56,"EPH_ECLIPSEANGLE","EphemSummary EclipseAngle","rad","448","8","DFP","Estimated eclipse angle (Angle Btwn Nadir and Sun @ SC)","%1.17g"
610,57,"EPH_ECLIPSE","EphemSummary Eclipse","bool","456","4","ENUM","Is the spacecraft in Eclipse?","%s"
610,58,"EPH_LATITUDE","EphemSummary Latitude","rad","464","8","DFP","Estimated spacecraft detic latitude","%1.17g"
610,59,"EPH_LONGITUDE","EphemSummary Longitude","rad","472","8","DFP","Estimated spacecraft detic longitude","%1.17g"
610,60,"EPH_ALTITUDE","EphemSummary Altitude","m","480","8","DFP","Estimated spacecraft detic altitude (distance above central body ellipsoid)","%1.17g"
610,61,"EPH_ALTITUDECENTRIC","EphemSummary AltitudeCentric","m","488","8","DFP","Estimated spacecraft centric altitude (distance above central body mean radius)","%1.17g"
610,62,"EPH_SEMIMAJORAXIS","EphemSummary SemiMajorAxis","m","496","8","DFP","Estimated spacecraft classical element semi-major axis","%1.17g"
610,63,"EPH_ECCENTRICITY","EphemSummary Eccentricity","none","504","8","DFP","Estimated spacecraft classical element eccentricity","%1.17g"
610,64,"EPH_INCLINATION","EphemSummary Inclination","rad","512","8","DFP","Estimated spacecraft classical element inclination","%1.17g"
610,65,"EPH_RIGHTASCENSION","EphemSummary RightAscension","rad","520","8","DFP","Estimated spacecraft classical element right ascension","%1.17g"
610,66,"EPH_ARGPERIAPSIS","EphemSummary ArgPeriapsis","rad","528","8","DFP","Estimated spacecraft classical element argument of periapsis","%1.17g"
610,67,"EPH_TRUEANOMALY","EphemSummary TrueAnomaly","rad","536","8","DFP","Estimated spacecraft classical element true anomaly","%1.17g"
611,0,"EPH_PROPENABLED","Propagator PropEnabled","bool","0","4","ENUM","Is the propagator enabled?","%s"
611,1,"EPH_PROPCOMPLETED","Propagator PropCompleted","bool","4","4","ENUM","Was a propagation attempted?","%s"
800,0,"GID_GUIDETYPE","Guidance GuideType","none","0","4","ENUM","Current guidance mode","%s"
800,1,"GID_QCMD_CBI2BDY0","Guidance Qcmd_CBI2BDY0","none","8","8","DFP","Quaternion attitude command element 0","%1.17g"
800,2,"GID_QCMD_CBI2BDY1","Guidance Qcmd_CBI2BDY1","none","16","8","DFP","Quaternion attitude command element 1","%1.17g"
800,3,"GID_QCMD_CBI2BDY2","Guidance Qcmd_CBI2BDY2","none","24","8","DFP","Quaternion attitude command element 2","%1.17g"
800,4,"GID_QCMD_CBI2BDY3","Guidance Qcmd_CBI2BDY3","none","32","8","DFP","Quaternion attitude command element 3","%1.17g"
800,5,"GID_WCMD_BDYX","Guidance Wcmd_BDYX","rad/s","40","8","DFP","Rate command Body X","%1.17g"
800,6,"GID_WCMD_BDYY","Guidance Wcmd_BDYY","rad/s","48","8","DFP","Rate command Body Y","%1.17g"
800,7,"GID_WCMD_BDYZ","Guidance Wcmd_BDYZ","rad/s","56","8","DFP","Rate command Body Z","%1.17g"
800,8,"GID_ACMD_BDYX","Guidance Acmd_BDYX","rad/s^2","64","8","DFP","Accel command Body X (Used for feed forward)","%1.17g"
